date,brand,count,failures
2022-05-29,Western Digital,12609,0
2022-05-28,Western Digital,12609,0
2022-05-27,Western Digital,12610,1
2022-06-02,Western Digital,12609,0
2022-05-19,Western Digital,12610,0
2022-05-18,Western Digital,12610,0
2022-06-08,Western Digital,12609,0
2022-06-03,Western Digital,12609,0
2022-05-31,Western Digital,12609,0
2022-05-07,Western Digital,12610,0
2022-05-17,Western Digital,12610,0
2022-05-24,Western Digital,12610,0
2022-05-22,Western Digital,12610,0
2022-05-23,Western Digital,12610,0
2022-05-06,Western Digital,12610,0
2022-05-16,Western Digital,12610,0
2022-05-14,Western Digital,12610,0
2022-05-15,Western Digital,12610,0
2022-05-13,Western Digital,12610,0
2022-05-21,Western Digital,12610,0
2022-05-09,Western Digital,12550,0
2022-05-10,Western Digital,12550,0
2022-05-12,Western Digital,12610,0
2022-05-11,Western Digital,12550,0
2022-05-08,Western Digital,12549,0
2022-05-01,Western Digital,12611,0
2022-05-02,Western Digital,12611,0
2022-05-03,Western Digital,12611,1
2022-05-04,Western Digital,12610,0
2022-05-05,Western Digital,12610,0
2022-04-30,Western Digital,12611,0
2022-04-25,Western Digital,12610,0
2022-04-28,Western Digital,12611,0
2022-04-26,Western Digital,12611,0
2022-04-24,Western Digital,12610,0
2022-04-29,Western Digital,12611,0
2022-04-18,Western Digital,12610,0
2022-04-21,Western Digital,12610,0
2022-04-23,Western Digital,12610,0
2022-04-16,Western Digital,12610,0
2022-04-17,Western Digital,12610,0
2022-04-12,Western Digital,12610,0
2022-04-22,Western Digital,12610,0
2022-04-13,Western Digital,12610,0
2022-04-27,Western Digital,12611,0
2022-04-14,Western Digital,12610,0
2022-04-15,Western Digital,12610,0
2022-04-20,Western Digital,12610,0
2022-04-19,Western Digital,12610,0
2022-04-11,Western Digital,12506,0
2022-04-09,Western Digital,12507,1
2022-04-10,Western Digital,12506,0
2022-04-06,Western Digital,12507,0
2022-04-07,Western Digital,12507,0
2022-04-08,Western Digital,12507,0
2022-04-05,Western Digital,12507,0
2022-04-01,Western Digital,12507,0
2022-03-31,Western Digital,12507,0
2022-04-02,Western Digital,12507,0
2022-04-04,Western Digital,12507,0
2022-04-03,Western Digital,12507,0
2022-03-23,Western Digital,12503,1
2022-03-29,Western Digital,12506,0
2022-03-21,Western Digital,12503,0
2022-03-20,Western Digital,12503,0
2022-03-27,Western Digital,12505,0
2022-03-24,Western Digital,12503,0
2022-03-17,Western Digital,12503,0
2022-03-30,Western Digital,12507,0
2022-03-18,Western Digital,12503,0
2022-03-26,Western Digital,12505,0
2022-03-08,Western Digital,12503,0
2022-03-28,Western Digital,12506,0
2022-03-19,Western Digital,12503,0
2022-03-22,Western Digital,12503,0
2022-03-05,Western Digital,12503,0
2022-03-25,Western Digital,12505,0
2022-03-11,Western Digital,12503,0
2022-03-03,Western Digital,12503,0
2022-03-06,Western Digital,12503,0
2022-03-02,Western Digital,12503,0
2022-03-16,Western Digital,12503,0
2022-03-12,Western Digital,12503,0
2022-03-01,Western Digital,12503,0
2022-02-26,Western Digital,12503,0
2022-02-28,Western Digital,12503,0
2022-02-27,Western Digital,12503,0
2022-02-22,Western Digital,12503,0
2022-03-09,Western Digital,12503,0
2022-03-13,Western Digital,12503,0
2022-02-23,Western Digital,12503,0
2022-03-10,Western Digital,12503,0
2022-03-14,Western Digital,12503,0
2022-02-24,Western Digital,12503,0
2022-02-25,Western Digital,12503,0
2022-03-15,Western Digital,12503,0
2022-03-04,Western Digital,12503,0
2022-03-07,Western Digital,12503,0
2022-02-21,Western Digital,12503,0
2022-02-20,Western Digital,12503,0
2022-02-19,Western Digital,11303,0
2022-02-18,Western Digital,11303,0
2022-02-16,Western Digital,10991,0
2022-02-12,Western Digital,10991,0
2022-02-13,Western Digital,10991,0
2022-02-17,Western Digital,10991,0
2022-02-10,Western Digital,10991,0
2022-02-15,Western Digital,10991,0
2022-02-14,Western Digital,10991,0
2022-02-11,Western Digital,10991,0
2022-02-09,Western Digital,10991,0
2022-02-08,Western Digital,10971,0
2022-02-07,Western Digital,10550,1
2022-02-06,Western Digital,10550,0
2022-02-05,Western Digital,10550,0
2022-02-04,Western Digital,10472,0
2022-02-03,Western Digital,10472,0
2022-02-02,Western Digital,10472,0
2022-02-01,Western Digital,10472,0
2022-01-29,Western Digital,10472,0
2022-01-30,Western Digital,10472,0
2022-01-28,Western Digital,10472,0
2022-01-25,Western Digital,10472,0
2022-01-26,Western Digital,10472,0
2022-01-31,Western Digital,10472,0
2022-01-27,Western Digital,10472,0
2022-01-21,Western Digital,10472,0
2022-01-17,Western Digital,10472,0
2022-01-11,Western Digital,10472,0
2022-01-10,Western Digital,10472,0
2022-01-12,Western Digital,10472,0
2022-01-13,Western Digital,10472,0
2022-01-20,Western Digital,10472,0
2022-01-16,Western Digital,10472,0
2022-01-14,Western Digital,10472,0
2022-01-04,Western Digital,10472,0
2022-01-23,Western Digital,10472,0
2022-01-18,Western Digital,10472,0
2022-01-24,Western Digital,10472,0
2021-12-25,Western Digital,10472,0
2021-12-24,Western Digital,10472,0
2022-01-05,Western Digital,10472,0
2021-12-26,Western Digital,10472,1
2022-01-22,Western Digital,10472,0
2022-01-06,Western Digital,10472,0
2022-01-15,Western Digital,10472,0
2021-12-23,Western Digital,10472,0
2022-01-03,Western Digital,10472,0
2022-01-19,Western Digital,10472,0
2022-01-01,Western Digital,10472,0
2021-12-30,Western Digital,10472,0
2021-12-29,Western Digital,10472,0
2021-12-27,Western Digital,10472,0
2021-12-28,Western Digital,10472,0
2021-12-31,Western Digital,10472,0
2021-12-12,Western Digital,10471,0
2022-01-08,Western Digital,10472,0
2021-12-13,Western Digital,10472,0
2022-01-02,Western Digital,10472,0
2021-12-11,Western Digital,10471,0
2022-01-09,Western Digital,10472,0
2021-12-09,Western Digital,10469,0
2021-12-10,Western Digital,10469,0
2022-01-07,Western Digital,10472,0
2021-12-14,Western Digital,10472,0
2021-12-22,Western Digital,10472,0
2021-12-19,Western Digital,10472,0
2021-12-18,Western Digital,10472,0
2021-12-17,Western Digital,10472,0
2021-12-16,Western Digital,10471,0
2021-12-21,Western Digital,10472,0
2021-12-20,Western Digital,10472,0
2021-12-15,Western Digital,10472,1
2021-12-06,Western Digital,10466,0
2021-12-07,Western Digital,10467,0
2021-12-05,Western Digital,10466,0
2021-12-04,Western Digital,10466,0
2021-11-25,Western Digital,10459,0
2021-11-22,Western Digital,10458,0
2021-12-08,Western Digital,10467,0
2021-11-19,Western Digital,10448,0
2021-12-03,Western Digital,10466,0
2021-11-24,Western Digital,10459,0
2021-12-01,Western Digital,10463,0
2021-11-21,Western Digital,10457,0
2021-12-02,Western Digital,10465,0
2021-11-28,Western Digital,10460,0
2021-11-23,Western Digital,10459,1
2021-11-30,Western Digital,10462,1
2021-11-26,Western Digital,10459,0
2021-11-27,Western Digital,10459,0
2021-11-20,Western Digital,10453,0
2021-11-29,Western Digital,10460,0
2021-11-14,Western Digital,9921,1
2021-11-17,Western Digital,9925,0
2021-11-13,Western Digital,9921,0
2021-11-15,Western Digital,9922,0
2021-11-16,Western Digital,9924,0
2021-11-18,Western Digital,9928,0
2021-11-12,Western Digital,9916,0
2021-11-10,Western Digital,9912,0
2021-11-11,Western Digital,9915,0
2021-11-09,Western Digital,9912,0
2021-11-08,Western Digital,9912,0
2021-11-07,Western Digital,9912,0
2021-11-06,Western Digital,9912,0
2021-10-30,Western Digital,9704,0
2021-11-04,Western Digital,9704,0
2021-10-28,Western Digital,9704,0
2021-11-05,Western Digital,9704,0
2021-10-29,Western Digital,9704,0
2021-11-03,Western Digital,9704,0
2021-10-31,Western Digital,9704,0
2021-10-25,Western Digital,9703,0
2021-10-26,Western Digital,9704,0
2021-10-27,Western Digital,9704,0
2021-11-02,Western Digital,9704,0
2021-10-24,Western Digital,9704,1
2021-11-01,Western Digital,9704,0
2021-10-19,Western Digital,9702,0
2021-10-21,Western Digital,9702,0
2021-10-22,Western Digital,9703,0
2021-10-18,Western Digital,9702,0
2021-10-23,Western Digital,9703,0
2021-10-20,Western Digital,9702,0
2021-10-16,Western Digital,9702,0
2021-10-17,Western Digital,9702,0
2021-10-15,Western Digital,9702,0
2021-10-09,Western Digital,9702,0
2021-10-14,Western Digital,9702,0
2021-10-12,Western Digital,9702,0
2021-10-10,Western Digital,9682,0
2021-10-08,Western Digital,9702,0
2021-10-13,Western Digital,9702,0
2021-10-11,Western Digital,9702,0
2021-10-04,Western Digital,9702,1
2021-10-07,Western Digital,9702,0
2021-10-05,Western Digital,9702,1
2021-10-06,Western Digital,9702,0
2021-10-02,Western Digital,9701,0
